GenBank Account #, Molecule Type, Molecule Length, Tax ID, Organism Name, Taxonomy
CP007600.1, Chromosome, 2906670, 1639, Listeria monocytogenes (firmicutes), Listeria; Listeriaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP007603.1, Chromosome, 1650561, 102611, Helicobacter pylori J166 (e-proteobacteria), Helicobacter pylori; Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP007604.1, Chromosome, 1604233, 210, Helicobacter pylori (e-proteobacteria), Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP007605.1, Chromosome, 1659060, 210, Helicobacter pylori (e-proteobacteria), Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP006890.1, Chromosome, 4117023, 1423138, Bacillus velezensis SQR9 (firmicutes), Bacillus velezensis; Bacillus amyloliquefaciens group; Bacillus subtilis group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP007606.1, Chromosome, 1604212, 210, Helicobacter pylori (e-proteobacteria), Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP007628.2, Chromosome, 2041142, 1419814, Streptococcus sp. VT 162 (firmicutes), Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004858.1, Chromosome, 5602565, 570416, Bacillus thuringiensis serovar kurstaki str. YBT-1520 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004863.1, Plasmid, 11769, 570416, Bacillus thuringiensis serovar kurstaki str. YBT-1520 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004859.1, Plasmid, 2062, 570416, Bacillus thuringiensis serovar kurstaki str. YBT-1520 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004861.1, Plasmid, 293574, 570416, Bacillus thuringiensis serovar kurstaki str. YBT-1520 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004860.1, Plasmid, 422692, 570416, Bacillus thuringiensis serovar kurstaki str. YBT-1520 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004862.1, Plasmid, 53838, 570416, Bacillus thuringiensis serovar kurstaki str. YBT-1520 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004869.1, Plasmid, 67159, 570416, Bacillus thuringiensis serovar kurstaki str. YBT-1520 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004867.1, Plasmid, 7635, 570416, Bacillus thuringiensis serovar kurstaki str. YBT-1520 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004866.1, Plasmid, 7921, 570416, Bacillus thuringiensis serovar kurstaki str. YBT-1520 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004865.1, Plasmid, 8240, 570416, Bacillus thuringiensis serovar kurstaki str. YBT-1520 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004864.1, Plasmid, 8513, 570416, Bacillus thuringiensis serovar kurstaki str. YBT-1520 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004868.1, Plasmid, 94568, 570416, Bacillus thuringiensis serovar kurstaki str. YBT-1520 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
HG939456.1, Chromosome, 2065074, 342616, Streptococcus agalactiae COH1 (firmicutes), Streptococcus agalactiae; Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
HG969192.1, Chromosome, 2609404, 85701, Bartonella tribocorum (a-proteobacteria), Bartonella; Bartonellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
HG969193.1, Plasmid, 21776, 85701, Bartonella tribocorum (a-proteobacteria), Bartonella; Bartonellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
HG322950.1, Chromosome, 6162905, 1301098, Pseudomonas knackmussii B13 (g-proteobacteria), Pseudomonas knackmussii; Pseudomonas; Pseudomonadaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP015376.1, Chromosome, 1545197, 1392507, Anaplasma phagocytophilum str. Norway variant2 (agent of human granulocytic ehrlichiosis), Anaplasma phagocytophilum; phagocytophilum group; Anaplasma; Anaplasmataceae; Rickettsiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007564.1, Chromosome, 902487, 1421551, Borrelia garinii SZ (spirochetes), Borreliella garinii; Borreliella; Borreliaceae; Spirochaetales; Spirochaetia; Spirochaetes; Bacteria; cellular organisms
CP007620.1, Chromosome, 6484062, 303, Pseudomonas putida (g-proteobacteria), Pseudomonas putida group; Pseudomonas; Pseudomonadaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007629.1, Chromosome, 2106955, 36855, Brucella canis (a-proteobacteria), Brucella; Brucellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007630.1, Chromosome, 1203360, 36855, Brucella canis (a-proteobacteria), Brucella; Brucellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007656.1, Chromosome, 3830427, 959, Bdellovibrio bacteriovorus (d-proteobacteria), Bdellovibrio; Bdellovibrionaceae; Bdellovibrionales; Deltaproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP011454.1, Chromosome, 4716552, 1379270, Gemmatimonas phototrophica (bacteria), Gemmatimonas; Gemmatimonadaceae; Gemmatimonadales; Gemmatimonadetes; Gemmatimonadetes; FCB group; Bacteria; cellular organisms
CP007659.1, Chromosome, 2846320, 46170, Staphylococcus aureus subsp. aureus (firmicutes), Staphylococcus aureus; Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP007574.1, Chromosome, 9360281, 68570, Streptomyces albulus (high GC Gram+), Streptomyces; Streptomycetaceae; Streptomycetales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP007575.1, Plasmid, 12120, 68570, Streptomyces albulus (high GC Gram+), Streptomyces; Streptomycetaceae; Streptomycetales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP007521.1, Chromosome, 793841, 2113, Mycoplasma californicum (mycoplasmas), Mycoplasma; Mycoplasmataceae; Mycoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
CP007535.2, Chromosome, 3851648, 470, Acinetobacter baumannii (g-proteobacteria), Acinetobacter calcoaceticus/baumannii complex; Acinetobacter; Moraxellaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008850.1, Plasmid, 8737, 470, Acinetobacter baumannii (g-proteobacteria), Acinetobacter calcoaceticus/baumannii complex; Acinetobacter; Moraxellaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008851.1, Plasmid, 74749, 470, Acinetobacter baumannii (g-proteobacteria), Acinetobacter calcoaceticus/baumannii complex; Acinetobacter; Moraxellaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007690.1, Chromosome, 2872916, 1280, Staphylococcus aureus (firmicutes), Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP007755.1, Chromosome, 1931057, 28025, Bifidobacterium animalis (high GC Gram+), Bifidobacterium; Bifidobacteriaceae; Bifidobacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP007731.1, Chromosome, 5241638, 1328324, Klebsiella pneumoniae subsp. pneumoniae KPNIH27 (enterobacteria), Klebsiella pneumoniae subsp. pneumoniae; Klebsiella pneumoniae; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007732.1, Plasmid, 268334, 1328324, Klebsiella pneumoniae subsp. pneumoniae KPNIH27 (enterobacteria), Klebsiella pneumoniae subsp. pneumoniae; Klebsiella pneumoniae; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007733.1, Plasmid, 80411, 1328324, Klebsiella pneumoniae subsp. pneumoniae KPNIH27 (enterobacteria), Klebsiella pneumoniae subsp. pneumoniae; Klebsiella pneumoniae; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007734.1, Plasmid, 338850, 1328324, Klebsiella pneumoniae subsp. pneumoniae KPNIH27 (enterobacteria), Klebsiella pneumoniae subsp. pneumoniae; Klebsiella pneumoniae; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007735.1, Plasmid, 89770, 1328324, Klebsiella pneumoniae subsp. pneumoniae KPNIH27 (enterobacteria), Klebsiella pneumoniae subsp. pneumoniae; Klebsiella pneumoniae; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007736.1, Plasmid, 113440, 1328324, Klebsiella pneumoniae subsp. pneumoniae KPNIH27 (enterobacteria), Klebsiella pneumoniae subsp. pneumoniae; Klebsiella pneumoniae; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007243.1, Chromosome, 2330585, 1441628, Leptospirillum ferriphilum YSK (bacteria), Leptospirillum ferriphilum; Leptospirillum sp. Group III; Leptospirillum; Nitrospiraceae; Nitrospirales; Nitrospira; Nitrospirae; Bacteria; cellular organisms
CP005927.1, Chromosome, 5249875, 1327989, Serratia sp. FS14 (enterobacteria), Serratia; Yersiniaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP005933.1, Chromosome, 948516, 1316930, Mycoplasma bovis CQ-W70 (mycoplasmas), Mycoplasma bovis; Mycoplasma; Mycoplasmataceae; Mycoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
CP007744.1, Chromosome, 5004926, 29471, Pectobacterium atrosepticum (enterobacteria), Pectobacterium; Pectobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007757.1, Chromosome, 4074048, 213554, Halomonas campaniensis (g-proteobacteria), Halomonas; Halomonadaceae; Oceanospirillales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006770.1, Chromosome, 2107382, 1403449, Streptococcus equi subsp. zooepidemicus CY (firmicutes), Streptococcus equi subsp. zooepidemicus; Streptococcus equi; Streptococcus dysgalactiae group; Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP007255.1, Chromosome, 6236862, 1289591, Rhodococcus erythropolis R138 (high GC Gram+), Rhodococcus erythropolis; Rhodococcus; Nocardiaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP007256.1, Plasmid, 91729, 1289591, Rhodococcus erythropolis R138 (high GC Gram+), Rhodococcus erythropolis; Rhodococcus; Nocardiaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP007257.1, Plasmid, 477915, 1289591, Rhodococcus erythropolis R138 (high GC Gram+), Rhodococcus erythropolis; Rhodococcus; Nocardiaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP015880.1, Chromosome, 4071185, 106592, Ensifer adhaerens (a-proteobacteria), Ensifer; Sinorhizobium/Ensifer group; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP015881.1, Plasmid, 1736943, 106592, Ensifer adhaerens (a-proteobacteria), Ensifer; Sinorhizobium/Ensifer group; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP015882.1, Plasmid, 1459374, 106592, Ensifer adhaerens (a-proteobacteria), Ensifer; Sinorhizobium/Ensifer group; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007691.1, Chromosome, 1926480, 645170, Brucella suis bv. 2 (a-proteobacteria), Brucella suis; Brucella; Brucellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007692.1, Chromosome, 1398285, 645170, Brucella suis bv. 2 (a-proteobacteria), Brucella suis; Brucella; Brucellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007693.1, Chromosome, 1926716, 645170, Brucella suis bv. 2 (a-proteobacteria), Brucella suis; Brucella; Brucellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007694.1, Chromosome, 1398326, 645170, Brucella suis bv. 2 (a-proteobacteria), Brucella suis; Brucella; Brucellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007697.1, Chromosome, 1927594, 645170, Brucella suis bv. 2 (a-proteobacteria), Brucella suis; Brucella; Brucellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007698.1, Chromosome, 1401378, 645170, Brucella suis bv. 2 (a-proteobacteria), Brucella suis; Brucella; Brucellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007720.1, Chromosome, 1927083, 645170, Brucella suis bv. 2 (a-proteobacteria), Brucella suis; Brucella; Brucellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007721.1, Chromosome, 1401375, 645170, Brucella suis bv. 2 (a-proteobacteria), Brucella suis; Brucella; Brucellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007805.1, Chromosome, 1811802, 1295140, Haemophilus influenzae CGSHiCZ412602 (g-proteobacteria), Haemophilus influenzae; Haemophilus; Pasteurellaceae; Pasteurellales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007803.1, Chromosome, 4385518, 1249615, Mycobacterium tuberculosis K (high GC Gram+), Mycobacterium tuberculosis; Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP006696.1, Chromosome, 2750603, 155920, Xylella fastidiosa subsp. sandyi Ann-1 (g-proteobacteria), Xylella fastidiosa subsp. sandyi; Xylella fastidiosa; Xylella; Xanthomonadaceae; Xanthomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006697.1, Plasmid, 30305, 155920, Xylella fastidiosa subsp. sandyi Ann-1 (g-proteobacteria), Xylella fastidiosa subsp. sandyi; Xylella fastidiosa; Xylella; Xanthomonadaceae; Xanthomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006740.1, Chromosome, 2642186, 1401256, Xylella fastidiosa MUL0034 (g-proteobacteria), Xylella fastidiosa; Xylella; Xanthomonadaceae; Xanthomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006739.1, Plasmid, 24391, 1401256, Xylella fastidiosa MUL0034 (g-proteobacteria), Xylella fastidiosa; Xylella; Xanthomonadaceae; Xanthomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006986.1, Chromosome, 4475387, 1432050, Rhizobium etli bv. mimosae str. IE4771 (a-proteobacteria), Rhizobium etli bv. mimosae; Rhizobium etli; Rhizobium; Rhizobium/Agrobacterium group; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006987.1, Plasmid, 244771, 1432050, Rhizobium etli bv. mimosae str. IE4771 (a-proteobacteria), Rhizobium etli bv. mimosae; Rhizobium etli; Rhizobium; Rhizobium/Agrobacterium group; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006988.1, Plasmid, 393846, 1432050, Rhizobium etli bv. mimosae str. IE4771 (a-proteobacteria), Rhizobium etli bv. mimosae; Rhizobium etli; Rhizobium; Rhizobium/Agrobacterium group; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006989.1, Plasmid, 470125, 1432050, Rhizobium etli bv. mimosae str. IE4771 (a-proteobacteria), Rhizobium etli bv. mimosae; Rhizobium etli; Rhizobium; Rhizobium/Agrobacterium group; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006990.1, Plasmid, 729172, 1432050, Rhizobium etli bv. mimosae str. IE4771 (a-proteobacteria), Rhizobium etli bv. mimosae; Rhizobium etli; Rhizobium; Rhizobium/Agrobacterium group; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006991.1, Plasmid, 744104, 1432050, Rhizobium etli bv. mimosae str. IE4771 (a-proteobacteria), Rhizobium etli bv. mimosae; Rhizobium etli; Rhizobium; Rhizobium/Agrobacterium group; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008696.1, Chromosome, 7122173, 587753, Pseudomonas chlororaphis (g-proteobacteria), Pseudomonas chlororaphis group; Pseudomonas; Pseudomonadaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006819.1, Chromosome, 1845495, 1408178, Streptococcus thermophilus ASCC 1275 (firmicutes), Streptococcus thermophilus; Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP007695.1, Chromosome, 1926295, 645170, Brucella suis bv. 2 (a-proteobacteria), Brucella suis; Brucella; Brucellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007696.1, Chromosome, 1398244, 645170, Brucella suis bv. 2 (a-proteobacteria), Brucella suis; Brucella; Brucellaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007800.1, Chromosome, 4188369, 1232554, Bacillus subtilis subsp. subtilis str. JH642 substr. AG174 (firmicutes), Bacillus subtilis subsp. subtilis str. JH642; Bacillus subtilis subsp. subtilis; Bacillus subtilis; Bacillus subtilis group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP008699.1, Chromosome, 150297, 573658, Candidatus Hodgkinia cicadicola (a-proteobacteria), Candidatus Hodgkinia; unclassified Rhizobiales; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007490.1, Chromosome, 1430433, 529884, Rhodoluna lacicola (high GC Gram+), Rhodoluna; Luna-1 subcluster; Luna cluster; Microbacteriaceae; Micrococcales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP008698.1, Chromosome, 4193640, 1221328, Bacillus subtilis subsp. subtilis str. AG1839 (firmicutes), Bacillus subtilis subsp. subtilis; Bacillus subtilis; Bacillus subtilis group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP013730.1, Chromosome, 3790084, 1395570, Burkholderia cepacia JBK9 (b-proteobacteria), Burkholderia cepacia; Burkholderia cepacia complex; Burkholderia; Burkholderiaceae; Burkholderiales; Betaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP013731.1, Chromosome, 3400736, 1395570, Burkholderia cepacia JBK9 (b-proteobacteria), Burkholderia cepacia; Burkholderia cepacia complex; Burkholderia; Burkholderiaceae; Burkholderiales; Betaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP013732.1, Chromosome, 1290392, 1395570, Burkholderia cepacia JBK9 (b-proteobacteria), Burkholderia cepacia; Burkholderia cepacia complex; Burkholderia; Burkholderiaceae; Burkholderiales; Betaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP013051.1, Chromosome, 3650564, 1408224, Sinorhizobium americanum CCGM7 (a-proteobacteria), Sinorhizobium americanum; Sinorhizobium; Sinorhizobium/Ensifer group; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP013052.1, Plasmid, 405481, 1408224, Sinorhizobium americanum CCGM7 (a-proteobacteria), Sinorhizobium americanum; Sinorhizobium; Sinorhizobium/Ensifer group; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP013053.1, Plasmid, 547106, 1408224, Sinorhizobium americanum CCGM7 (a-proteobacteria), Sinorhizobium americanum; Sinorhizobium; Sinorhizobium/Ensifer group; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP013054.1, Plasmid, 2249899, 1408224, Sinorhizobium americanum CCGM7 (a-proteobacteria), Sinorhizobium americanum; Sinorhizobium; Sinorhizobium/Ensifer group; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007809.1, Chromosome, 4410788, 1773, Mycobacterium tuberculosis (high GC Gram+), Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP007208.1, Chromosome, 2836901, 1288, Staphylococcus xylosus (firmicutes), Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP007209.1, Plasmid, 30062, 1288, Staphylococcus xylosus (firmicutes), Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP007409.1, Chromosome, 4039155, 1404258, Bacillus subtilis subsp. subtilis str. OH 131.1 (firmicutes), Bacillus subtilis subsp. subtilis; Bacillus subtilis; Bacillus subtilis group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP003923.1, Chromosome, 3993073, 1246626, Bacillus lehensis G1 (firmicutes), Bacillus lehensis; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004383.1, Chromosome, 3862646, 1249667, Burkholderia thailandensis USAMRU Malaysia #20 (b-proteobacteria), Burkholderia thailandensis; pseudomallei group; Burkholderia; Burkholderiaceae; Burkholderiales; Betaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP004384.1, Chromosome, 2821713, 1249667, Burkholderia thailandensis USAMRU Malaysia #20 (b-proteobacteria), Burkholderia thailandensis; pseudomallei group; Burkholderia; Burkholderiaceae; Burkholderiales; Betaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006018.1, Chromosome, 1734546, 1341694, Bifidobacterium indicum LMG 11587 = DSM 20214 (high GC Gram+), Bifidobacterium indicum; Bifidobacterium; Bifidobacteriaceae; Bifidobacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP008724.1, Chromosome, 2757557, 1288, Staphylococcus xylosus (firmicutes), Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP008713.1, Chromosome, 1654902, 1508644, Candidatus Arthromitus sp. SFB-mouse-NL (firmicutes), Candidatus Arthromitus; Clostridiaceae; Clostridiales; Clostridia; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP007276.1, Chromosome, 1072952, 1460373, Chlamydia muridarum str. Nigg 2 MCR (agent of mouse pneumonitis), Chlamydia muridarum str. Nigg 2; Chlamydia muridarum; Chlamydia; Chlamydia/Chlamydophila group; Chlamydiaceae; Chlamydiales; Chlamydiia; Chlamydiae; PVC group; Bacteria; cellular organisms
CP007447.1, Chromosome, 3052055, 1280, Staphylococcus aureus (firmicutes), Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP006032.1, Chromosome, 2494562, 1276648, Propionibacterium acnes hdn-1 (high GC Gram+), Cutibacterium acnes; Cutibacterium; Propionibacteriaceae; Propionibacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP006692.1, Chromosome, 4394500, 1382510, Salmonella bongori serovar 48:z41:-- str. RKS3044 (enterobacteria), Salmonella bongori serovar 48:z41:--; Salmonella bongori; Salmonella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006873.1, Chromosome, 309299, 1415657, Candidatus Walczuchella monophlebidarum (CFB group bacteria), Candidatus Walczuchella; unclassified Flavobacteriales; Flavobacteriales; Flavobacteriia; Bacteroidetes; Bacteroidetes/Chlorobi group; FCB group; Bacteria; cellular organisms
CP007799.1, Chromosome, 5441200, 316435, Escherichia coli Nissle 1917 (E. coli), Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008700.1, Chromosome, 5365144, 1199150, Klebsiella pneumoniae subsp. pneumoniae KP5-1 (enterobacteria), Klebsiella pneumoniae subsp. pneumoniae; Klebsiella pneumoniae; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008701.1, Plasmid, 186323, 1199150, Klebsiella pneumoniae subsp. pneumoniae KP5-1 (enterobacteria), Klebsiella pneumoniae subsp. pneumoniae; Klebsiella pneumoniae; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
